,genre,anime_count
992,"[""'Comedy'"", ""'Ecchi'"", ""'Shoujo Ai'""]",3
993,"[""'Fantasy'"", ""'School'""]",3
994,"[""'Comedy'"", ""'Horror'"", ""'Kids'"", ""'Shounen'""]",2
995,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'""]",2
996,"[""'Comedy'"", ""'Historical'"", ""'Supernatural'""]",2
997,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'Sci-Fi'""]",2
998,"[""'Comedy'"", ""'Ecchi'"", ""'Kids'"", ""'Parody'"", ""'Shounen'""]",2
999,"[""'Comedy'"", ""'Josei'"", ""'Music'"", ""'Romance'""]",2
1000,"[""'Comedy'"", ""'Drama'"", ""'Psychological'"", ""'Sci-Fi'""]",2
1001,"[""'Comedy'"", ""'Josei'"", ""'Romance'"", ""'Slice of Life'""]",2
1002,"[""'Comedy'"", ""'Ecchi'"", ""'Magic'"", ""'School'""]",2
1003,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Seinen'"", ""'Slice of Life'""]",2
1004,"[""'Comedy'"", ""'Ecchi'"", ""'Military'""]",2
1005,"[""'Comedy'"", ""'Ecchi'"", ""'Magic'"", ""'Parody'""]",2
1006,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'School'"", ""'Shoujo Ai'"", ""'Slice of Life'""]",2
1007,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'Sci-Fi'"", ""'Slice of Life'""]",2
1008,"[""'Comedy'"", ""'Horror'"", ""'Kids'"", ""'Supernatural'""]",2
1009,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'School'"", ""'Shounen'"", ""'Sports'""]",2
1010,"[""'Comedy'"", ""'Kids'"", ""'School'"", ""'Slice of Life'"", ""'Supernatural'""]",2
1011,"[""'Comedy'"", ""'Ecchi'"", ""'Magic'"", ""'Parody'"", ""'Vampire'""]",2
1012,"[""'Comedy'"", ""'Josei'"", ""'School'"", ""'Slice of Life'""]",2
1013,"[""'Comedy'"", ""'Josei'"", ""'Music'"", ""'Romance'"", ""'Slice of Life'""]",2
1014,"[""'Comedy'"", ""'Ecchi'"", ""'Mystery'"", ""'Supernatural'""]",2
1015,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'School'"", ""'Shoujo'"", ""'Slice of Life'""]",2
1016,"[""'Comedy'"", ""'Drama'"", ""'Psychological'"", ""'Seinen'"", ""'Supernatural'""]",2
1017,"[""'Comedy'"", ""'Ecchi'"", ""'Mecha'"", ""'Romance'"", ""'Sci-Fi'""]",2
1018,"[""'Comedy'"", ""'Ecchi'"", ""'Mecha'"", ""'Seinen'""]",2
1019,"[""'Comedy'"", ""'Kids'"", ""'Magic'""]",2
1020,"[""'Comedy'"", ""'Harem'"", ""'Romance'"", ""'Sci-Fi'"", ""'Shounen'""]",2
1021,"[""'Comedy'"", ""'Historical'"", ""'Slice of Life'""]",2
1022,"[""'Comedy'"", ""'Ecchi'"", ""'Magic'"", ""'Sci-Fi'""]",2
1023,"[""'Comedy'"", ""'Game'"", ""'Parody'"", ""'Slice of Life'""]",2
1024,"[""'Comedy'"", ""'Ecchi'"", ""'Fantasy'"", ""'Harem'"", ""'Magic'""]",2
1025,"[""'Comedy'"", ""'Ecchi'"", ""'Fantasy'"", ""'Harem'"", ""'Romance'"", ""'School'"", ""'Shounen'""]",2
1026,"[""'Comedy'"", ""'Ecchi'"", ""'Fantasy'"", ""'Harem'"", ""'Romance'"", ""'Seinen'""]",2
1027,"[""'Comedy'"", ""'Fantasy'"", ""'Shounen'"", ""'Sports'""]",2
1028,"[""'Comedy'"", ""'Fantasy'"", ""'Shounen'"", ""'Slice of Life'""]",2
1029,"[""'Comedy'"", ""'Fantasy'"", ""'Seinen'""]",2
1030,"[""'Comedy'"", ""'Ecchi'"", ""'Fantasy'"", ""'Harem'""]",2
1031,"[""'Comedy'"", ""'Ecchi'"", ""'Shounen'"", ""'Sports'""]",2
1032,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Romance'"", ""'School'"", ""'Seinen'""]",2
1033,"[""'Comedy'"", ""'Fantasy'"", ""'Game'""]",2
1034,"[""'Comedy'"", ""'Fantasy'"", ""'School'"", ""'Shounen'"", ""'Supernatural'""]",2
1035,"[""'Comedy'"", ""'Game'"", ""'Romance'""]",2
1036,"[""'Comedy'"", ""'Fantasy'"", ""'School'"", ""'Seinen'"", ""'Vampire'""]",2
1037,"[""'Comedy'"", ""'Fantasy'"", ""'Romance'"", ""'Shoujo'"", ""'Vampire'""]",2
1038,"[""'Comedy'"", ""'Fantasy'"", ""'Historical'""]",2
1039,"[""'Comedy'"", ""'Fantasy'"", ""'Horror'""]",2
1040,"[""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Magic'""]",2
1041,"[""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Mystery'""]",2
1042,"[""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Super Power'""]",2
1043,"[""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Romance'""]",2
1044,"[""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Romance'"", ""'Shounen'""]",2
1045,"[""'Comedy'"", ""'Ecchi'"", ""'Fantasy'"", ""'School'""]",2
1046,"[""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Romance'"", ""'Shoujo'""]",2
1047,"[""'Comedy'"", ""'Drama'"", ""'Mystery'""]",2
1048,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Romance'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Supernatural'""]",2
1049,"[""'Comedy'"", ""'Historical'"", ""'Shounen'""]",2
1050,"[""'Comedy'"", ""'Harem'"", ""'Parody'"", ""'Shounen'""]",2
1051,"[""'Comedy'"", ""'Historical'"", ""'Seinen'"", ""'Slice of Life'""]",2
1052,"[""'Comedy'"", ""'Historical'"", ""'Romance'""]",2
1053,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Supernatural'""]",2
1054,"[""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'Seinen'"", ""'Slice of Life'""]",2
1055,"[""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'Seinen'""]",2
1056,"[""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'Shounen'"", ""'Supernatural'"", ""'Vampire'""]",2
1057,"[""'Comedy'"", ""'Hentai'"", ""'Historical'""]",2
1058,"[""'Comedy'"", ""'Harem'"", ""'Romance'"", ""'Slice of Life'""]",2
1059,"[""'Comedy'"", ""'Harem'"", ""'Romance'"", ""'School'"", ""'Slice of Life'""]",2
1060,"[""'Comedy'"", ""'Drama'"", ""'Sci-Fi'""]",2
1061,"[""'Comedy'"", ""'Harem'"", ""'Romance'"", ""'School'"", ""'Shoujo'""]",2
1062,"[""'Comedy'"", ""'Drama'"", ""'Seinen'"", ""'Sports'""]",2
1063,"[""'Comedy'"", ""'Game'"", ""'School'""]",2
1064,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'School'"", ""'Sci-Fi'"", ""'Shounen'""]",2
1065,"[""'Comedy'"", ""'Drama'"", ""'Seinen'""]",2
1066,"[""'Comedy'"", ""'Harem'"", ""'Parody'"", ""'Romance'"", ""'Shounen'""]",2
1067,"[""'Comedy'"", ""'Harem'"", ""'Music'"", ""'Romance'"", ""'Shoujo'""]",2
1068,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Romance'"", ""'Supernatural'""]",2
1069,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Romance'"", ""'Shounen'"", ""'Supernatural'""]",2
1070,"[""'Comedy'"", ""'Ecchi'"", ""'School'"", ""'Shounen'""]",2
1071,"[""'Comedy'"", ""'Drama'"", ""'Slice of Life'"", ""'Supernatural'""]",2
1072,"[""'Comedy'"", ""'Game'"", ""'Space'""]",2
1073,"[""'Comedy'"", ""'Drama'"", ""'Sports'""]",2
1074,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Romance'"", ""'Sci-Fi'"", ""'Shounen'""]",2
1075,"[""'Comedy'"", ""'Drama'"", ""'Parody'""]",2
1076,"[""'Yaoi'""]",2
1077,"[""'Comedy'"", ""'Drama'"", ""'Mystery'"", ""'Super Power'""]",2
1078,"[""'Action'"", ""'Comedy'"", ""'Romance'"", ""'School'"", ""'Shounen'""]",2
1079,"[""'Action'"", ""'Comedy'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Super Power'""]",2
1080,"[""'Action'"", ""'Comedy'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Shounen'""]",2
1081,"[""'Action'"", ""'Comedy'"", ""'Military'"", ""'Romance'""]",2
1082,"[""'Action'"", ""'Comedy'"", ""'Military'"", ""'Shoujo'""]",2
1083,"[""'Action'"", ""'Comedy'"", ""'Mystery'"", ""'Police'"", ""'Shounen'""]",2
1084,"[""'Action'"", ""'Comedy'"", ""'Parody'"", ""'Samurai'""]",2
1085,"[""'Action'"", ""'Comedy'"", ""'Police'""]",2
1086,"[""'Action'"", ""'Comedy'"", ""'School'"", ""'Sci-Fi'""]",2
1087,"[""'Action'"", ""'Demons'"", ""'Horror'"", ""'Shounen'"", ""'Supernatural'""]",2
1088,"[""'Action'"", ""'Comedy'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Space'""]",2
1089,"[""'Action'"", ""'Comedy'"", ""'Sci-Fi'"", ""'Super Power'""]",2
1090,"[""'Action'"", ""'Comedy'"", ""'Seinen'"", ""'Super Power'""]",2
1091,"[""'Action'"", ""'Comedy'"", ""'Sports'""]",2
1092,"[""'Action'"", ""'Demons'"", ""'Drama'"", ""'Fantasy'"", ""'Mystery'"", ""'Sci-Fi'"", ""'Super Power'"", ""'Supernatural'""]",2
1093,"[""'Action'"", ""'Demons'"", ""'Drama'"", ""'Hentai'""]",2
1094,"[""'Action'"", ""'Demons'"", ""'Drama'"", ""'Horror'"", ""'Shoujo'"", ""'Vampire'""]",2
1095,"[""'Action'"", ""'Comedy'"", ""'Mecha'"", ""'Parody'"", ""'Sci-Fi'""]",2
1096,"[""'Action'"", ""'Comedy'"", ""'Magic'"", ""'Shounen Ai'"", ""'Supernatural'""]",2
1097,"[""'Action'"", ""'Comedy'"", ""'Kids'"", ""'Sports'""]",2
1098,"[""'Action'"", ""'Comedy'"", ""'Kids'"", ""'Magic'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Super Power'""]",2
1099,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'School'""]",2
1100,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Shounen'"", ""'Sports'""]",2
1101,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Music'"", ""'Shoujo'""]",2
1102,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'School'"", ""'Shoujo'"", ""'Slice of Life'""]",2
1103,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'School'""]",2
1104,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Shounen'""]",2
1105,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Mecha'"", ""'Parody'""]",2
1106,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Parody'"", ""'Shounen'""]",2
1107,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Romance'""]",2
1108,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Sci-Fi'""]",2
1109,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Shounen'"", ""'Super Power'""]",2
1110,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Shounen'""]",2
1111,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Supernatural'""]",2
1112,"[""'Action'"", ""'Comedy'"", ""'Harem'"", ""'Parody'"", ""'Romance'"", ""'Shounen'""]",2
1113,"[""'Action'"", ""'Comedy'"", ""'Horror'"", ""'Shounen'"", ""'Supernatural'"", ""'Vampire'""]",2
1114,"[""'Action'"", ""'Demons'"", ""'Historical'"", ""'Romance'"", ""'Shounen'"", ""'Supernatural'""]",2
1115,"[""'Action'"", ""'Demons'"", ""'Horror'"", ""'Super Power'"", ""'Supernatural'""]",2
1116,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Police'"", ""'Sci-Fi'""]",2
1117,"[""'Action'"", ""'Ecchi'"", ""'Sci-Fi'""]",2
1118,"[""'Action'"", ""'Drama'"", ""'Sci-Fi'"", ""'Slice of Life'"", ""'Sports'""]",2
1119,"[""'Action'"", ""'Drama'"", ""'Sci-Fi'"", ""'Space'""]",2
1120,"[""'Action'"", ""'Ecchi'"", ""'Fantasy'"", ""'Historical'"", ""'Martial Arts'"", ""'Samurai'"", ""'Shounen'"", ""'Super Power'""]",2
1121,"[""'Action'"", ""'Ecchi'"", ""'Fantasy'"", ""'Shoujo Ai'""]",2
1122,"[""'Action'"", ""'Ecchi'"", ""'Martial Arts'"", ""'School'"", ""'Seinen'"", ""'Super Power'""]",2
1123,"[""'Action'"", ""'Ecchi'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Space'""]",2
1124,"[""'Action'"", ""'Ecchi'"", ""'Sci-Fi'"", ""'Seinen'""]",2
1125,"[""'Action'"", ""'Ecchi'"", ""'Sports'""]",2
1126,"[""'Action'"", ""'Demons'"", ""'Mystery'"", ""'Shounen'"", ""'Supernatural'""]",2
1127,"[""'Action'"", ""'Fantasy'"", ""'Game'"", ""'Kids'""]",2
1128,"[""'Action'"", ""'Fantasy'"", ""'Game'"", ""'Military'"", ""'Psychological'"", ""'Sci-Fi'""]",2
1129,"[""'Action'"", ""'Fantasy'"", ""'Game'"", ""'Military'"", ""'Sci-Fi'""]",2
1130,"[""'Action'"", ""'Fantasy'"", ""'Game'"", ""'Sci-Fi'""]",2
1131,"[""'Action'"", ""'Fantasy'"", ""'Hentai'""]",2
1132,"[""'Action'"", ""'Fantasy'"", ""'Kids'""]",2
1133,"[""'Action'"", ""'Fantasy'"", ""'Magic'"", ""'Police'"", ""'Sci-Fi'""]",2
1134,"[""'Action'"", ""'Drama'"", ""'School'"", ""'Slice of Life'""]",2
1135,"[""'Action'"", ""'Drama'"", ""'Romance'"", ""'Seinen'"", ""'Supernatural'"", ""'Vampire'""]",2
1136,"[""'Action'"", ""'Drama'"", ""'Psychological'"", ""'Sci-Fi'""]",2
1137,"[""'Action'"", ""'Drama'"", ""'Mystery'""]",2
1138,"[""'Action'"", ""'Demons'""]",2
1139,"[""'Action'"", ""'Drama'"", ""'Ecchi'"", ""'Horror'"", ""'Psychological'"", ""'Sci-Fi'"", ""'Supernatural'""]",2
1140,"[""'Action'"", ""'Drama'"", ""'Fantasy'"", ""'Magic'"", ""'School'""]",2
1141,"[""'Action'"", ""'Drama'"", ""'Fantasy'"", ""'Romance'"", ""'School'"", ""'Supernatural'""]",2
1142,"[""'Action'"", ""'Drama'"", ""'Fantasy'"", ""'Romance'""]",2
1143,"[""'Action'"", ""'Drama'"", ""'Fantasy'"", ""'Shoujo'"", ""'Supernatural'""]",2
1144,"[""'Action'"", ""'Drama'"", ""'Historical'"", ""'Romance'"", ""'School'"", ""'Shounen Ai'"", ""'Supernatural'""]",2
1145,"[""'Action'"", ""'Drama'"", ""'Historical'"", ""'Supernatural'""]",2
1146,"[""'Action'"", ""'Drama'"", ""'Horror'"", ""'Military'"", ""'Mystery'"", ""'Supernatural'"", ""'Vampire'""]",2
1147,"[""'Action'"", ""'Drama'"", ""'Magic'"", ""'Martial Arts'""]",2
1148,"[""'Action'"", ""'Drama'"", ""'Mecha'"", ""'Military'"", ""'Sci-Fi'"", ""'Super Power'""]",2
1149,"[""'Action'"", ""'Drama'"", ""'Mecha'"", ""'Music'"", ""'Sci-Fi'""]",2
1150,"[""'Action'"", ""'Drama'"", ""'Mecha'""]",2
1151,"[""'Action'"", ""'Drama'"", ""'Military'"", ""'Seinen'""]",2
1152,"[""'Action'"", ""'Drama'"", ""'Mystery'"", ""'Sci-Fi'""]",2
1153,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'School'"", ""'Supernatural'""]",2
1154,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Mecha'""]",2
1155,"[""'Comedy'"", ""'Drama'"", ""'Mystery'"", ""'Police'""]",2
1156,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Fantasy'"", ""'Magic'"", ""'Martial Arts'""]",2
1157,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Sci-Fi'"", ""'Shounen'""]",2
1158,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Drama'"", ""'Fantasy'"", ""'Horror'"", ""'Military'"", ""'Seinen'"", ""'Supernatural'""]",2
1159,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Fantasy'"", ""'Game'"", ""'Kids'"", ""'Magic'"", ""'Sci-Fi'"", ""'Supernatural'""]",2
1160,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Fantasy'"", ""'Magic'""]",2
1161,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Fantasy'""]",2
1162,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Historical'"", ""'Martial Arts'"", ""'Samurai'"", ""'Shounen'""]",2
1163,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Fantasy'"", ""'Kids'""]",2
1164,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Fantasy'"", ""'Shounen'""]",2
1165,"[""'Action'"", ""'Adventure'"", ""'Ecchi'"", ""'Fantasy'"", ""'Magic'"", ""'Shounen'"", ""'Supernatural'""]",2
1166,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Historical'"", ""'Supernatural'""]",2
1167,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Historical'""]",2
1168,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Mecha'"", ""'Military'"", ""'Romance'"", ""'Sci-Fi'"", ""'Space'""]",2
1169,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Military'"", ""'Romance'""]",2
1170,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Military'"", ""'Seinen'""]",2
1171,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Mystery'"", ""'Shounen'""]",2
1172,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Sci-Fi'""]",2
1173,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Mystery'"", ""'Shounen'""]",2
1174,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Mecha'""]",2
1175,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Shounen'""]",2
1176,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Seinen'""]",2
1177,"[""'Action'"", ""'Adventure'"", ""'Cars'"", ""'Comedy'"", ""'Sci-Fi'"", ""'Shounen'""]",2
1178,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Fantasy'"", ""'Historical'"", ""'Magic'"", ""'Romance'"", ""'Shounen'"", ""'Supernatural'""]",2
1179,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Shounen'"", ""'Supernatural'""]",2
1180,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Sci-Fi'"", ""'Space'""]",2
1181,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Shounen'"", ""'Supernatural'""]",2
1182,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Ecchi'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Space'""]",2
1183,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Ecchi'"", ""'Sci-Fi'""]",2
1184,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Sci-Fi'""]",2
1185,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Magic'""]",2
1186,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Game'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Shounen'""]",2
1187,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Game'"", ""'Parody'""]",2
1188,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Kids'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Super Power'""]",2
1189,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Magic'"", ""'Mecha'"", ""'Sci-Fi'""]",2
1190,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Martial Arts'"", ""'Shounen'""]",2
1191,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Martial Arts'""]",2
1192,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Seinen'""]",2
1193,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Game'"", ""'Magic'"", ""'Supernatural'""]",2
1194,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Samurai'"", ""'School'""]",2
1195,"[""'Action'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Magic'""]",2
1196,"[""'Action'"", ""'Adventure'"", ""'Romance'"", ""'Sci-Fi'""]",2
1197,"[""'Action'"", ""'Adventure'"", ""'Samurai'"", ""'Shounen'""]",2
1198,"[""'Action'"", ""'Adventure'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Space'""]",2
1199,"[""'Action'"", ""'Adventure'"", ""'Supernatural'""]",2
1200,"[""'Action'"", ""'Comedy'"", ""'Dementia'"", ""'Mecha'"", ""'Parody'"", ""'Sci-Fi'""]",2
1201,"[""'Action'"", ""'Comedy'"", ""'Demons'"", ""'Fantasy'"", ""'Magic'""]",2
1202,"[""'Action'"", ""'Comedy'"", ""'Demons'"", ""'Seinen'"", ""'Supernatural'"", ""'Vampire'""]",2
1203,"[""'Action'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Mecha'"", ""'Romance'"", ""'Sci-Fi'""]",2
1204,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Game'"", ""'Shounen'""]",2
1205,"[""'Action'"", ""'Comedy'"", ""'Drama'"", ""'Josei'"", ""'Supernatural'"", ""'Vampire'""]",2
1206,"[""'Action'"", ""'Comedy'"", ""'Drama'"", ""'Magic'"", ""'Sci-Fi'""]",2
1207,"[""'Action'"", ""'Comedy'"", ""'Drama'"", ""'Martial Arts'"", ""'Mystery'"", ""'Romance'"", ""'Super Power'""]",2
1208,"[""'Action'"", ""'Comedy'"", ""'Drama'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Space'""]",2
1209,"[""'Action'"", ""'Comedy'"", ""'Drama'"", ""'Mystery'"", ""'Police'"", ""'Shounen'""]",2
1210,"[""'Action'"", ""'Comedy'"", ""'Drama'""]",2
1211,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Fantasy'"", ""'Harem'"", ""'Magic'"", ""'Romance'"", ""'School'"", ""'Shounen'"", ""'Supernatural'""]",2
1212,"[""'Action'"", ""'Adventure'"", ""'Psychological'"", ""'Supernatural'""]",2
1213,"[""'Action'"", ""'Adventure'"", ""'Mystery'"", ""'Police'""]",2
1214,"[""'Action'"", ""'Adventure'"", ""'Military'""]",2
1215,"[""'Action'"", ""'Adventure'"", ""'Military'"", ""'Sci-Fi'"", ""'Shounen'""]",2
1216,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Game'""]",2
1217,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Hentai'""]",2
1218,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Historical'"", ""'Magic'""]",2
1219,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Historical'"", ""'Martial Arts'"", ""'Supernatural'""]",2
1220,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Historical'"", ""'Martial Arts'""]",2
1221,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Historical'""]",2
1222,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Magic'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Space'""]",2
1223,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Magic'"", ""'Mystery'""]",2
1224,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Magic'"", ""'Romance'"", ""'Shounen'"", ""'Supernatural'""]",2
1225,"[""'Action'"", ""'Adventure'"", ""'Game'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Shounen'""]",2
1226,"[""'Action'"", ""'Adventure'"", ""'Historical'"", ""'Martial Arts'"", ""'Samurai'""]",2
1227,"[""'Action'"", ""'Adventure'"", ""'Kids'"", ""'Sci-Fi'"", ""'Space'""]",2
1228,"[""'Action'"", ""'Adventure'"", ""'Martial Arts'"", ""'Sci-Fi'""]",2
1229,"[""'Action'"", ""'Adventure'"", ""'Martial Arts'"", ""'Shounen'"", ""'Super Power'"", ""'Supernatural'""]",2
1230,"[""'Action'"", ""'Adventure'"", ""'Mecha'"", ""'Military'"", ""'Sci-Fi'"", ""'Space'""]",2
1231,"[""'Action'"", ""'Fantasy'"", ""'Magic'"", ""'Police'""]",2
1232,"[""'Action'"", ""'Fantasy'"", ""'Magic'"", ""'Romance'"", ""'Shounen'"", ""'Supernatural'""]",2
1233,"[""'Action'"", ""'Fantasy'"", ""'Magic'"", ""'School'"", ""'Shoujo'""]",2
1234,"[""'Adventure'"", ""'Fantasy'"", ""'Game'""]",2
1235,"[""'Adventure'"", ""'Drama'"", ""'Mecha'"", ""'Romance'"", ""'Sci-Fi'""]",2
1236,"[""'Adventure'"", ""'Drama'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Shounen'""]",2
1237,"[""'Adventure'"", ""'Drama'"", ""'Mystery'"", ""'Psychological'"", ""'Romance'"", ""'Sci-Fi'"", ""'Shoujo'""]",2
1238,"[""'Adventure'"", ""'Drama'"", ""'Romance'"", ""'Supernatural'""]",2
1239,"[""'Adventure'"", ""'Drama'"", ""'Shoujo'""]",2
1240,"[""'Adventure'"", ""'Fantasy'"", ""'Game'"", ""'Kids'""]",2
1241,"[""'Adventure'"", ""'Fantasy'"", ""'Game'"", ""'Magic'"", ""'Mystery'"", ""'Sci-Fi'""]",2
1242,"[""'Adventure'"", ""'Fantasy'"", ""'Hentai'"", ""'Magic'""]",2
1243,"[""'Adventure'"", ""'Historical'"", ""'Kids'""]",2
1244,"[""'Adventure'"", ""'Fantasy'"", ""'Historical'"", ""'Kids'"", ""'Magic'"", ""'Supernatural'""]",2
1245,"[""'Adventure'"", ""'Fantasy'"", ""'Kids'"", ""'Shounen'""]",2
1246,"[""'Adventure'"", ""'Fantasy'"", ""'Kids'"", ""'Slice of Life'""]",2
1247,"[""'Adventure'"", ""'Fantasy'"", ""'Magic'"", ""'Shoujo'""]",2
1248,"[""'Adventure'"", ""'Fantasy'"", ""'Magic'"", ""'Shounen'""]",2
1249,"[""'Adventure'"", ""'Fantasy'"", ""'Samurai'""]",2
1250,"[""'Adventure'"", ""'Fantasy'"", ""'Seinen'""]",2
1251,"[""'Adventure'"", ""'Drama'"", ""'Martial Arts'"", ""'Romance'"", ""'Shounen'"", ""'Supernatural'""]",2
