,genre,anime_count
2217,"[""'Action'"", ""'Adventure'"", ""'Game'"", ""'Mecha'"", ""'School'"", ""'Sci-Fi'"", ""'Shounen'""]",1
2218,"[""'Action'"", ""'Adventure'"", ""'Game'"", ""'Kids'""]",1
2219,"[""'Music'"", ""'Romance'"", ""'Shoujo'"", ""'Slice of Life'"", ""'Super Power'""]",1
2220,"[""'Action'"", ""'Adventure'"", ""'Game'"", ""'Kids'"", ""'Sci-Fi'""]",1
2221,"[""'Action'"", ""'Adventure'"", ""'Game'"", ""'Harem'"", ""'Mecha'"", ""'Sci-Fi'""]",1
2222,"[""'Music'"", ""'Romance'"", ""'School'"", ""'Shoujo Ai'""]",1
2223,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Supernatural'""]",1
2224,"[""'Music'"", ""'Romance'"", ""'School'"", ""'Shoujo'""]",1
2225,"[""'Music'"", ""'Romance'"", ""'Seinen'""]",1
2226,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Magic'"", ""'Sci-Fi'""]",1
2227,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Magic'"", ""'Mystery'"", ""'School'"", ""'Supernatural'""]",1
2228,"[""'Mystery'"", ""'Psychological'"", ""'Supernatural'"", ""'Thriller'""]",1
2229,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Magic'"", ""'Military'""]",1
2230,"[""'Mystery'"", ""'Parody'""]",1
2231,"[""'Mystery'"", ""'Police'"", ""'Psychological'"", ""'Sci-Fi'"", ""'Shoujo'""]",1
2232,"[""'Mystery'"", ""'Police'"", ""'Psychological'"", ""'Shounen'"", ""'Supernatural'"", ""'Thriller'""]",1
2233,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Harem'"", ""'Magic'"", ""'Romance'""]",1
2234,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Harem'"", ""'Historical'"", ""'Martial Arts'""]",1
2235,"[""'Mystery'"", ""'Police'"", ""'Psychological'"", ""'Supernatural'"", ""'Thriller'""]",1
2236,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Game'"", ""'Sci-Fi'""]",1
2237,"[""'Mystery'"", ""'Psychological'"", ""'School'""]",1
2238,"[""'Mystery'"", ""'Psychological'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Thriller'""]",1
2239,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Game'"", ""'Magic'"", ""'Mystery'"", ""'Sci-Fi'""]",1
2240,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Game'"", ""'Kids'""]",1
2241,"[""'Action'"", ""'Adventure'"", ""'Ecchi'"", ""'Shounen'""]",1
2242,"[""'Action'"", ""'Adventure'"", ""'Ecchi'"", ""'Magic'"", ""'Shounen'"", ""'Supernatural'""]",1
2243,"[""'Mystery'"", ""'Psychological'"", ""'Seinen'"", ""'Supernatural'"", ""'Thriller'""]",1
2244,"[""'Action'"", ""'Adventure'"", ""'Ecchi'"", ""'Fantasy'"", ""'Parody'"", ""'Shounen'""]",1
2245,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Historical'"", ""'Martial Arts'"", ""'Military'"", ""'Mystery'""]",1
2246,"[""'Mystery'"", ""'Parody'"", ""'Vampire'""]",1
2247,"[""'Music'"", ""'Vampire'""]",1
2248,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Kids'"", ""'Sci-Fi'"", ""'Super Power'""]",1
2249,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Magic'"", ""'Mecha'""]",1
2250,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Magic'"", ""'Mecha'"", ""'Sci-Fi'""]",1
2251,"[""'Music'"", ""'Shounen'"", ""'Vampire'""]",1
2252,"[""'Music'"", ""'Shounen'""]",1
2253,"[""'Music'"", ""'Slice of Life'"", ""'Sports'""]",1
2254,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Kids'"", ""'Supernatural'""]",1
2255,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Kids'"", ""'Magic'"", ""'Supernatural'""]",1
2256,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Historical'"", ""'Military'"", ""'Sci-Fi'""]",1
2257,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Kids'"", ""'Magic'"", ""'Shoujo'"", ""'Super Power'""]",1
2258,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Horror'"", ""'Sci-Fi'""]",1
2259,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Horror'"", ""'Mystery'"", ""'Thriller'""]",1
2260,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Historical'"", ""'Sci-Fi'""]",1
2261,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Historical'"", ""'Sci-Fi'"", ""'Supernatural'""]",1
2262,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Historical'"", ""'Romance'"", ""'Samurai'"", ""'Supernatural'""]",1
2263,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Fantasy'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Super Power'""]",1
2264,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Fantasy'"", ""'Military'"", ""'Seinen'"", ""'Supernatural'""]",1
2265,"[""'Parody'"", ""'Shoujo'""]",1
2266,"[""'Seinen'"", ""'Slice of Life'"", ""'Supernatural'""]",1
2267,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Ecchi'"", ""'Shounen'""]",1
2268,"[""'Sci-Fi'"", ""'Shounen'"", ""'Sports'"", ""'Super Power'""]",1
2269,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Ecchi'"", ""'Sci-Fi'"", ""'Shounen'""]",1
2270,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Ecchi'"", ""'Samurai'"", ""'Seinen'""]",1
2271,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Ecchi'"", ""'Police'"", ""'Sci-Fi'"", ""'Shounen'""]",1
2272,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Ecchi'"", ""'Parody'"", ""'Seinen'""]",1
2273,"[""'Sci-Fi'"", ""'Shounen'"", ""'Super Power'""]",1
2274,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Ecchi'"", ""'Mecha'"", ""'Military'"", ""'Romance'"", ""'Sci-Fi'""]",1
2275,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Ecchi'"", ""'Magic'""]",1
2276,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Ecchi'"", ""'Kids'"", ""'Magic'"", ""'Romance'"", ""'Super Power'"", ""'Supernatural'""]",1
2277,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Ecchi'"", ""'Game'"", ""'Parody'"", ""'School'""]",1
2278,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Ecchi'"", ""'Fantasy'"", ""'Seinen'""]",1
2279,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Ecchi'"", ""'Fantasy'"", ""'Magic'"", ""'Sci-Fi'"", ""'Super Power'""]",1
2280,"[""'Sci-Fi'"", ""'Sports'""]",1
2281,"[""'Sci-Fi'"", ""'Super Power'""]",1
2282,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Ecchi'""]",1
2283,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Game'"", ""'Kids'""]",1
2284,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Game'""]",1
2285,"[""'School'"", ""'Shoujo Ai'"", ""'Slice of Life'""]",1
2286,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Mecha'"", ""'Sci-Fi'""]",1
2287,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Shounen'""]",1
2288,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Martial Arts'"", ""'Shounen'""]",1
2289,"[""'School'"", ""'Shoujo Ai'"", ""'Shoujo'"", ""'Slice of Life'""]",1
2290,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Martial Arts'"", ""'Shounen'"", ""'Slice of Life'"", ""'Super Power'""]",1
2291,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Martial Arts'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Super Power'""]",1
2292,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Super Power'""]",1
2293,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Hentai'"", ""'Magic'"", ""'Supernatural'""]",1
2294,"[""'School'"", ""'Slice of Life'"", ""'Supernatural'""]",1
2295,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Parody'"", ""'Sports'""]",1
2296,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Parody'"", ""'Sci-Fi'"", ""'Super Power'""]",1
2297,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Josei'""]",1
2298,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Historical'"", ""'Seinen'""]",1
2299,"[""'Sci-Fi'"", ""'Seinen'"", ""'Space'""]",1
2300,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Shounen'""]",1
2301,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Shounen'"", ""'Super Power'"", ""'Supernatural'""]",1
2302,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Fantasy'"", ""'Martial Arts'"", ""'Romance'"", ""'Supernatural'""]",1
2303,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Sci-Fi'""]",1
2304,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Supernatural'"", ""'Vampire'""]",1
2305,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Shounen'"", ""'Super Power'""]",1
2306,"[""'Super Power'"", ""'Supernatural'"", ""'Vampire'""]",1
2307,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Magic'"", ""'Super Power'""]",1
2308,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Fantasy'""]",1
2309,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Fantasy'"", ""'Martial Arts'"", ""'Shounen'"", ""'Super Power'""]",1
2310,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Fantasy'"", ""'Magic'""]",1
2311,"[""'Super Power'"", ""'Supernatural'""]",1
2312,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Drama'"", ""'Fantasy'"", ""'Historical'"", ""'Super Power'""]",1
2313,"[""'Supernatural'"", ""'Vampire'""]",1
2314,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Drama'"", ""'Ecchi'"", ""'Horror'"", ""'Mystery'"", ""'Romance'"", ""'Sci-Fi'""]",1
2315,"[""'Action'"", ""'Adventure'"", ""'Cars'""]",1
2316,"[""'Action'"", ""'Adventure'"", ""'Cars'"", ""'Sci-Fi'""]",1
2317,"[""'Action'"", ""'Adventure'"", ""'Cars'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Sports'""]",1
2318,"[""'Thriller'""]",1
2319,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Ecchi'"", ""'Fantasy'"", ""'Harem'"", ""'Magic'"", ""'Romance'"", ""'School'""]",1
2320,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Ecchi'"", ""'Mecha'"", ""'Romance'"", ""'Sci-Fi'""]",1
2321,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Historical'""]",1
2322,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Mecha'"", ""'Music'"", ""'Sci-Fi'"", ""'Shounen'""]",1
2323,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Sci-Fi'"", ""'Super Power'""]",1
2324,"[""'Shoujo'"", ""'Supernatural'""]",1
2325,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'School'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Sports'""]",1
2326,"[""'Shoujo'"", ""'Vampire'""]",1
2327,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'Sci-Fi'"", ""'Space'""]",1
2328,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Shounen'""]",1
2329,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Mecha'"", ""'Military'"", ""'Music'"", ""'Romance'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Space'""]",1
2330,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Josei'""]",1
2331,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Josei'"", ""'Supernatural'""]",1
2332,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Horror'"", ""'Mecha'"", ""'Mystery'"", ""'Psychological'"", ""'Sci-Fi'""]",1
2333,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Historical'"", ""'Military'"", ""'Romance'""]",1
2334,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Harem'"", ""'Martial Arts'"", ""'Mecha'"", ""'Romance'"", ""'Sci-Fi'"", ""'Shounen'""]",1
2335,"[""'Shounen Ai'"", ""'Yaoi'""]",1
2336,"[""'Shounen'"", ""'Super Power'""]",1
2337,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Mecha'""]",1
2338,"[""'School'"", ""'Seinen'"", ""'Sports'""]",1
2339,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Romance'"", ""'Shoujo'""]",1
2340,"[""'School'"", ""'Seinen'"", ""'Slice of Life'""]",1
2341,"[""'Psychological'"", ""'Romance'""]",1
2342,"[""'Psychological'"", ""'Sci-Fi'"", ""'Shounen Ai'"", ""'Slice of Life'""]",1
2343,"[""'Psychological'"", ""'Seinen'"", ""'Sports'""]",1
2344,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Sci-Fi'"", ""'Thriller'""]",1
2345,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Sci-Fi'"", ""'Super Power'""]",1
2346,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Sci-Fi'"", ""'Space'""]",1
2347,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Super Power'""]",1
2348,"[""'Romance'"", ""'School'"", ""'Sci-Fi'"", ""'Shoujo Ai'"", ""'Slice of Life'""]",1
2349,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Space'""]",1
2350,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'School'"", ""'Supernatural'""]",1
2351,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Romance'"", ""'Supernatural'""]",1
2352,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Romance'"", ""'Shounen'""]",1
2353,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Romance'"", ""'Sci-Fi'""]",1
2354,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Romance'"", ""'School'"", ""'Shounen'""]",1
2355,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Police'""]",1
2356,"[""'Psychological'"", ""'Romance'"", ""'Supernatural'""]",1
2357,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Space'""]",1
2358,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Supernatural'"", ""'Vampire'""]",1
2359,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Drama'"", ""'Horror'"", ""'Super Power'""]",1
2360,"[""'Parody'"", ""'Slice of Life'""]",1
2361,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Fantasy'"", ""'Magic'"", ""'Martial Arts'""]",1
2362,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Fantasy'"", ""'Kids'"", ""'Magic'""]",1
2363,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Fantasy'"", ""'Horror'"", ""'Shoujo'"", ""'Supernatural'""]",1
2364,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Fantasy'"", ""'Horror'"", ""'Romance'""]",1
2365,"[""'Parody'"", ""'Yaoi'""]",1
2366,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Drama'"", ""'Fantasy'"", ""'Magic'""]",1
2367,"[""'Psychological'"", ""'Romance'"", ""'Slice of Life'""]",1
2368,"[""'Police'"", ""'Sci-Fi'"", ""'Seinen'""]",1
2369,"[""'Police'""]",1
2370,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Drama'"", ""'Fantasy'"", ""'Horror'"", ""'Magic'"", ""'Supernatural'""]",1
2371,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Drama'"", ""'Fantasy'"", ""'Horror'"", ""'Magic'"", ""'Military'"", ""'Romance'"", ""'Supernatural'""]",1
2372,"[""'Action'"", ""'Adventure'"", ""'Demons'"", ""'Drama'"", ""'Fantasy'"", ""'Historical'"", ""'Martial Arts'"", ""'Romance'""]",1
2373,"[""'Action'"", ""'Adventure'"", ""'Dementia'"", ""'Historical'"", ""'Military'"", ""'Mystery'"", ""'Shounen'"", ""'Supernatural'""]",1
2374,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Parody'"", ""'Sci-Fi'"", ""'Shounen'""]",1
2375,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Mystery'""]",1
2376,"[""'Romance'"", ""'School'"", ""'Seinen'""]",1
2377,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Historical'"", ""'Martial Arts'""]",1
2378,"[""'Romance'"", ""'Shoujo'"", ""'Sports'""]",1
2379,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Historical'"", ""'Seinen'""]",1
2380,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Historical'"", ""'Samurai'"", ""'Shounen'""]",1
2381,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Historical'"", ""'Romance'"", ""'Samurai'""]",1
2382,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Historical'"", ""'Romance'"", ""'Samurai'"", ""'Shounen'""]",1
2383,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Historical'"", ""'Mystery'"", ""'Supernatural'""]",1
2384,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Historical'"", ""'Martial Arts'"", ""'Shounen'""]",1
2385,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Kids'"", ""'Sports'""]",1
2386,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Harem'"", ""'Mecha'"", ""'Sci-Fi'""]",1
2387,"[""'Romance'"", ""'Shounen Ai'"", ""'Slice of Life'"", ""'Sports'""]",1
2388,"[""'Romance'"", ""'Shounen Ai'"", ""'Slice of Life'""]",1
2389,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Sci-Fi'"", ""'Supernatural'""]",1
2390,"[""'Samurai'"", ""'Shounen'""]",1
2391,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'School'"", ""'Sci-Fi'"", ""'Shounen'""]",1
2392,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Kids'"", ""'Sci-Fi'"", ""'Shounen'""]",1
2393,"[""'Romance'"", ""'Sci-Fi'"", ""'Shoujo'""]",1
2394,"[""'Romance'"", ""'School'"", ""'Shoujo Ai'"", ""'Slice of Life'""]",1
2395,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Super Power'""]",1
2396,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Mystery'"", ""'Romance'""]",1
2397,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Mystery'"", ""'Police'""]",1
2398,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Military'"", ""'Romance'"", ""'Sci-Fi'"", ""'Space'""]",1
2399,"[""'Romance'"", ""'School'"", ""'Shoujo'"", ""'Slice of Life'""]",1
2400,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Mecha'"", ""'Shounen'"", ""'Space'""]",1
2401,"[""'Romance'"", ""'School'"", ""'Shounen Ai'"", ""'Slice of Life'""]",1
2402,"[""'Romance'"", ""'School'"", ""'Shounen'""]",1
2403,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Magic'"", ""'Romance'"", ""'Sci-Fi'"", ""'Shoujo'""]",1
2404,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Mecha'"", ""'Military'""]",1
2405,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Mecha'"", ""'Military'"", ""'Sci-Fi'"", ""'Space'""]",1
2406,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Martial Arts'"", ""'Shounen'"", ""'Supernatural'""]",1
2407,"[""'Romance'"", ""'Sci-Fi'"", ""'Seinen'""]",1
2408,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Martial Arts'"", ""'Romance'"", ""'Sports'""]",1
2409,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Magic'"", ""'Super Power'"", ""'Supernatural'"", ""'Vampire'""]",1
2410,"[""'Action'"", ""'Adventure'"", ""'Historical'"", ""'Martial Arts'"", ""'Shounen'""]",1
2411,"[""'Action'"", ""'Adventure'"", ""'Historical'"", ""'Mecha'""]",1
2412,"[""'Action'"", ""'Adventure'"", ""'Historical'"", ""'Samurai'"", ""'Seinen'"", ""'Super Power'""]",1
2413,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'School'"", ""'Seinen'"", ""'Supernatural'""]",1
2414,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Shoujo Ai'""]",1
2415,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Shoujo Ai'"", ""'Super Power'""]",1
2416,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Seinen'""]",1
2417,"[""'Kids'"", ""'Music'"", ""'Super Power'""]",1
2418,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Space'"", ""'Sports'""]",1
2419,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Sci-Fi'"", ""'Shoujo Ai'""]",1
2420,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Sci-Fi'"", ""'Seinen'"", ""'Super Power'""]",1
2421,"[""'Kids'"", ""'Music'"", ""'Supernatural'""]",1
2422,"[""'Kids'"", ""'Music'"", ""'Vampire'""]",1
2423,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'School'"", ""'Super Power'""]",1
2424,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'School'"", ""'Shounen'"", ""'Supernatural'""]",1
2425,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'School'"", ""'Shounen'"", ""'Super Power'"", ""'Supernatural'""]",1
2426,"[""'Kids'"", ""'Mystery'"", ""'School'"", ""'Supernatural'""]",1
2427,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Samurai'"", ""'Seinen'""]",1
2428,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'Sci-Fi'""]",1
2429,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Shounen'"", ""'Super Power'""]",1
2430,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Shounen'"", ""'Supernatural'""]",1
2431,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Super Power'""]",1
2432,"[""'Kids'"", ""'Music'"", ""'Parody'""]",1
2433,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Slice of Life'""]",1
2434,"[""'Kids'"", ""'Magic'"", ""'Sci-Fi'"", ""'Super Power'""]",1
2435,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Shoujo'"", ""'Slice of Life'""]",1
2436,"[""'Kids'"", ""'Martial Arts'"", ""'Sci-Fi'""]",1
2437,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Romance'""]",1
2438,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Romance'"", ""'School'"", ""'Shoujo'""]",1
2439,"[""'Kids'"", ""'Music'"", ""'Romance'"", ""'School'""]",1
2440,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Supernatural'""]",1
2441,"[""'Kids'"", ""'Music'"", ""'Samurai'""]",1
2442,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Romance'""]",1
2443,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Horror'"", ""'Seinen'""]",1
2444,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Historical'"", ""'Horror'"", ""'Martial Arts'"", ""'Samurai'"", ""'Shounen'"", ""'Supernatural'""]",1
2445,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Hentai'"", ""'Horror'"", ""'Mecha'"", ""'Romance'"", ""'Supernatural'""]",1
2446,"[""'Kids'"", ""'Music'"", ""'School'"", ""'Sports'""]",1
2447,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'School'"", ""'Shoujo Ai'"", ""'Super Power'""]",1
2448,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'School'"", ""'Sci-Fi'"", ""'Shounen'""]",1
2449,"[""'Action'"", ""'Comedy'"", ""'Drama'"", ""'Mystery'"", ""'Shounen'"", ""'Super Power'"", ""'Supernatural'""]",1
2450,"[""'Kids'"", ""'Mystery'"", ""'Slice of Life'""]",1
2451,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Fantasy'"", ""'Harem'"", ""'Romance'"", ""'School'"", ""'Sci-Fi'"", ""'Supernatural'""]",1
2452,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Fantasy'"", ""'Harem'"", ""'Mecha'"", ""'School'""]",1
2453,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Fantasy'"", ""'Harem'"", ""'Magic'"", ""'Shounen'""]",1
2454,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Fantasy'"", ""'Harem'"", ""'Magic'"", ""'School'""]",1
